任务编号,任务类型,到达小时,图形处理器需求量,连续执行时长,延时敏感性,来源区域,最大网络时延,最晚完成小时,最早开工小时,执行模式,连续执行时长_小时
34983,批量推理任务,1371,9,391,中,区域B,80,2406,1371,不可抢占,6.516666666666667
34984,批量推理任务,2206,17,143,中,区域C,80,2406,2206,不可抢占,2.3833333333333333
34985,实时推理任务,2110,3,61,高,区域B,20,2112,2110,不可抢占,1.0166666666666666
34986,人工智能训练任务,825,119,184,低,区域E,150,2406,825,不可抢占,3.066666666666667
34987,人工智能训练任务,921,95,43,低,区域F,150,2406,921,不可抢占,0.7166666666666667
34988,实时推理任务,364,6,313,高,区域A,20,370,364,不可抢占,5.216666666666667
34989,批量推理任务,2381,13,202,中,区域A,80,2406,2381,不可抢占,3.3666666666666667
34990,实时推理任务,633,5,368,高,区域A,20,640,633,不可抢占,6.133333333333334
34991,批量推理任务,1169,21,183,中,区域C,80,2406,1169,不可抢占,3.05
34992,人工智能训练任务,1329,42,266,低,区域E,150,2406,1329,不可抢占,4.433333333333334
34993,人工智能训练任务,674,97,35,低,区域F,150,2406,674,不可抢占,0.5833333333333334
34994,人工智能训练任务,712,36,289,低,区域F,150,2406,712,不可抢占,4.816666666666666
34995,人工智能训练任务,32,60,248,低,区域C,150,2406,32,不可抢占,4.133333333333334
34996,批量推理任务,1759,23,27,中,区域B,80,2406,1759,不可抢占,0.45
34997,批量推理任务,1318,6,393,中,区域C,80,2406,1318,不可抢占,6.55
34998,实时推理任务,1059,7,385,高,区域B,20,1066,1059,不可抢占,6.416666666666667
34999,批量推理任务,1836,15,160,中,区域D,80,2406,1836,不可抢占,2.6666666666666665
35000,人工智能训练任务,359,99,289,低,区域F,150,2406,359,不可抢占,4.816666666666666
35001,实时推理任务,2324,3,234,高,区域A,20,2328,2324,不可抢占,3.9
35002,实时推理任务,87,6,170,高,区域A,20,90,87,不可抢占,2.8333333333333335
35003,实时推理任务,2199,1,110,高,区域A,20,2201,2199,不可抢占,1.8333333333333333
35004,实时推理任务,0,5,94,高,区域B,20,2,0,不可抢占,1.5666666666666667
35005,实时推理任务,80,3,25,高,区域B,20,81,80,不可抢占,0.4166666666666667
35006,实时推理任务,687,5,55,高,区域C,20,688,687,不可抢占,0.9166666666666666
35007,人工智能训练任务,1712,25,67,低,区域F,150,2406,1712,不可抢占,1.1166666666666667
35008,批量推理任务,1676,9,329,中,区域A,80,2406,1676,不可抢占,5.483333333333333
35009,实时推理任务,1910,6,290,高,区域A,20,1915,1910,不可抢占,4.833333333333333
35010,人工智能训练任务,53,102,358,低,区域D,150,2406,53,不可抢占,5.966666666666667
35011,人工智能训练任务,2094,100,393,低,区域E,150,2406,2094,不可抢占,6.55
35012,批量推理任务,1051,12,212,中,区域D,80,2406,1051,不可抢占,3.533333333333333
35013,批量推理任务,2377,9,346,中,区域E,80,2406,2377,不可抢占,5.766666666666667
35014,实时推理任务,1603,1,103,高,区域A,20,1605,1603,不可抢占,1.7166666666666666
35015,实时推理任务,2024,7,82,高,区域A,20,2026,2024,不可抢占,1.3666666666666667
35016,人工智能训练任务,1991,98,201,低,区域D,150,2406,1991,不可抢占,3.35
35017,批量推理任务,1415,11,55,中,区域C,80,2406,1415,不可抢占,0.9166666666666666
35018,实时推理任务,605,6,229,高,区域B,20,609,605,不可抢占,3.816666666666667
35019,人工智能训练任务,1208,114,295,低,区域F,150,2406,1208,不可抢占,4.916666666666667
35020,实时推理任务,1451,5,244,高,区域D,20,1456,1451,不可抢占,4.066666666666666
35021,实时推理任务,348,7,371,高,区域A,20,355,348,不可抢占,6.183333333333334
35022,实时推理任务,545,5,254,高,区域A,20,550,545,不可抢占,4.233333333333333
35023,人工智能训练任务,476,22,356,低,区域D,150,2406,476,不可抢占,5.933333333333334
35024,批量推理任务,824,15,217,中,区域C,80,2406,824,不可抢占,3.6166666666666667
35025,批量推理任务,830,9,65,中,区域D,80,2406,830,不可抢占,1.0833333333333333
35026,批量推理任务,1342,11,390,中,区域E,80,2406,1342,不可抢占,6.5
35027,人工智能训练任务,640,110,295,低,区域F,150,2406,640,不可抢占,4.916666666666667
35028,批量推理任务,299,16,75,中,区域A,80,2406,299,不可抢占,1.25
35029,人工智能训练任务,1900,76,54,低,区域D,150,2406,1900,不可抢占,0.9
35030,批量推理任务,1615,17,342,中,区域C,80,2406,1615,不可抢占,5.7
35031,实时推理任务,1539,3,347,高,区域B,20,1545,1539,不可抢占,5.783333333333333
35032,实时推理任务,1182,2,83,高,区域C,20,1184,1182,不可抢占,1.3833333333333333
35033,实时推理任务,777,1,218,高,区域D,20,781,777,不可抢占,3.6333333333333333
35034,实时推理任务,2173,2,30,高,区域A,20,2174,2173,不可抢占,0.5
35035,实时推理任务,448,5,397,高,区域A,20,455,448,不可抢占,6.616666666666666
35036,人工智能训练任务,198,27,369,低,区域D,150,2406,198,不可抢占,6.15
35037,批量推理任务,182,5,165,中,区域C,80,2406,182,不可抢占,2.75
35038,实时推理任务,1796,3,279,高,区域C,20,1801,1796,不可抢占,4.65
35039,批量推理任务,1202,20,218,中,区域E,80,2406,1202,不可抢占,3.6333333333333333
35040,批量推理任务,1623,11,19,中,区域F,80,2406,1623,不可抢占,0.31666666666666665
35041,实时推理任务,2208,6,267,高,区域A,20,2213,2208,不可抢占,4.45
35042,实时推理任务,1212,7,142,高,区域A,20,1215,1212,不可抢占,2.3666666666666667
35043,人工智能训练任务,1537,82,206,低,区域D,150,2406,1537,不可抢占,3.433333333333333
35044,批量推理任务,2353,23,207,中,区域D,80,2406,2353,不可抢占,3.45
35045,实时推理任务,1996,4,30,高,区域C,20,1997,1996,不可抢占,0.5
35046,人工智能训练任务,1324,32,36,低,区域F,150,2406,1324,不可抢占,0.6
35047,实时推理任务,1866,7,244,高,区域A,20,1871,1866,不可抢占,4.066666666666666
35048,人工智能训练任务,828,82,120,低,区域D,150,2406,828,不可抢占,2
35049,实时推理任务,540,6,206,高,区域A,20,544,540,不可抢占,3.433333333333333
35050,实时推理任务,911,5,147,高,区域B,20,914,911,不可抢占,2.45
35051,实时推理任务,1306,2,37,高,区域B,20,1307,1306,不可抢占,0.6166666666666667
35052,人工智能训练任务,926,100,301,低,区域F,150,2406,926,不可抢占,5.016666666666667
35053,批量推理任务,2042,16,45,中,区域F,80,2406,2042,不可抢占,0.75
35054,批量推理任务,708,4,372,中,区域A,80,2406,708,不可抢占,6.2
35055,实时推理任务,2007,2,204,高,区域A,20,2011,2007,不可抢占,3.4
35056,批量推理任务,292,22,128,中,区域C,80,2406,292,不可抢占,2.1333333333333333
35057,人工智能训练任务,122,114,323,低,区域E,150,2406,122,不可抢占,5.383333333333334
35058,人工智能训练任务,906,67,354,低,区域E,150,2406,906,不可抢占,5.9
35059,批量推理任务,1427,10,177,中,区域E,80,2406,1427,不可抢占,2.95
35060,实时推理任务,1221,4,124,高,区域A,20,1224,1221,不可抢占,2.066666666666667
35061,实时推理任务,1555,2,302,高,区域A,20,1561,1555,不可抢占,5.033333333333333
35062,批量推理任务,2298,6,100,中,区域B,80,2406,2298,不可抢占,1.6666666666666667
35063,人工智能训练任务,1672,92,380,低,区域D,150,2406,1672,不可抢占,6.333333333333333
35064,人工智能训练任务,1574,82,377,低,区域E,150,2406,1574,不可抢占,6.283333333333333
35065,人工智能训练任务,2366,77,251,低,区域F,150,2406,2366,不可抢占,4.183333333333334
35066,人工智能训练任务,765,44,159,低,区域F,150,2406,765,不可抢占,2.65
35067,实时推理任务,1859,1,228,高,区域A,20,1863,1859,不可抢占,3.8
35068,人工智能训练任务,789,37,55,低,区域D,150,2406,789,不可抢占,0.9166666666666666
35069,人工智能训练任务,535,26,191,低,区域D,150,2406,535,不可抢占,3.183333333333333
35070,批量推理任务,2167,7,159,中,区域C,80,2406,2167,不可抢占,2.65
35071,批量推理任务,131,11,268,中,区域D,80,2406,131,不可抢占,4.466666666666667
35072,实时推理任务,2153,3,371,高,区域C,20,2160,2153,不可抢占,6.183333333333334
35073,批量推理任务,1692,12,225,中,区域A,80,2406,1692,不可抢占,3.75
35074,实时推理任务,1473,6,20,高,区域A,20,1474,1473,不可抢占,0.3333333333333333
35075,批量推理任务,1457,18,346,中,区域B,80,2406,1457,不可抢占,5.766666666666667
35076,人工智能训练任务,68,36,116,低,区域D,150,2406,68,不可抢占,1.9333333333333333
35077,实时推理任务,578,6,69,高,区域B,20,580,578,不可抢占,1.15
35078,实时推理任务,2321,2,224,高,区域C,20,2325,2321,不可抢占,3.7333333333333334
35079,实时推理任务,1075,4,79,高,区域D,20,1077,1075,不可抢占,1.3166666666666667
35080,人工智能训练任务,1425,95,300,低,区域B,150,2406,1425,不可抢占,5
35081,实时推理任务,1317,4,341,高,区域A,20,1323,1317,不可抢占,5.683333333333334
35082,实时推理任务,1379,7,211,高,区域B,20,1383,1379,不可抢占,3.5166666666666666
35083,人工智能训练任务,1496,104,115,低,区域E,150,2406,1496,不可抢占,1.9166666666666667
35084,实时推理任务,30,2,210,高,区域C,20,34,30,不可抢占,3.5
35085,实时推理任务,2344,4,20,高,区域C,20,2345,2344,不可抢占,0.3333333333333333
35086,批量推理任务,1494,9,196,中,区域F,80,2406,1494,不可抢占,3.2666666666666666
35087,批量推理任务,2331,10,20,中,区域A,80,2406,2331,不可抢占,0.3333333333333333
35088,人工智能训练任务,1998,102,361,低,区域D,150,2406,1998,不可抢占,6.016666666666667
35089,实时推理任务,1379,3,59,高,区域B,20,1380,1379,不可抢占,0.9833333333333333
35090,人工智能训练任务,1187,111,346,低,区域E,150,2406,1187,不可抢占,5.766666666666667
35091,批量推理任务,1477,19,234,中,区域D,80,2406,1477,不可抢占,3.9
35092,人工智能训练任务,2324,81,304,低,区域F,150,2406,2324,不可抢占,5.066666666666666
35093,实时推理任务,1064,2,162,高,区域A,20,1067,1064,不可抢占,2.7
35094,批量推理任务,605,17,388,中,区域B,80,2406,605,不可抢占,6.466666666666667
35095,实时推理任务,18,6,275,高,区域B,20,23,18,不可抢占,4.583333333333333
35096,实时推理任务,153,2,35,高,区域B,20,154,153,不可抢占,0.5833333333333334
35097,人工智能训练任务,838,111,86,低,区域E,150,2406,838,不可抢占,1.4333333333333333
35098,人工智能训练任务,2233,98,321,低,区域F,150,2406,2233,不可抢占,5.35
35099,人工智能训练任务,1951,101,32,低,区域F,150,2406,1951,不可抢占,0.5333333333333333
35100,实时推理任务,1851,1,240,高,区域A,20,1855,1851,不可抢占,4
35101,实时推理任务,1011,5,245,高,区域A,20,1016,1011,不可抢占,4.083333333333333
35102,人工智能训练任务,1759,64,147,低,区域D,150,2406,1759,不可抢占,2.45
35103,实时推理任务,1179,3,36,高,区域B,20,1180,1179,不可抢占,0.6
35104,实时推理任务,273,5,225,高,区域C,20,277,273,不可抢占,3.75
35105,实时推理任务,406,4,179,高,区域C,20,409,406,不可抢占,2.9833333333333334
35106,实时推理任务,138,2,73,高,区域A,20,140,138,不可抢占,1.2166666666666666
35107,批量推理任务,1668,23,397,中,区域A,80,2406,1668,不可抢占,6.616666666666666
35108,人工智能训练任务,1987,121,275,低,区域D,150,2406,1987,不可抢占,4.583333333333333
35109,人工智能训练任务,1931,19,200,低,区域D,150,2406,1931,不可抢占,3.3333333333333335
35110,批量推理任务,590,21,204,中,区域D,80,2406,590,不可抢占,3.4
35111,实时推理任务,165,7,370,高,区域C,20,172,165,不可抢占,6.166666666666667
35112,实时推理任务,2155,4,286,高,区域E,20,2160,2155,不可抢占,4.766666666666667
35113,批量推理任务,2257,19,365,中,区域A,80,2406,2257,不可抢占,6.083333333333333
35114,批量推理任务,1284,12,251,中,区域B,80,2406,1284,不可抢占,4.183333333333334
35115,批量推理任务,718,7,196,中,区域C,80,2406,718,不可抢占,3.2666666666666666
35116,批量推理任务,1356,8,205,中,区域D,80,2406,1356,不可抢占,3.4166666666666665
35117,人工智能训练任务,1775,63,270,低,区域E,150,2406,1775,不可抢占,4.5
35118,人工智能训练任务,2118,22,399,低,区域F,150,2406,2118,不可抢占,6.65
35119,批量推理任务,582,22,37,中,区域A,80,2406,582,不可抢占,0.6166666666666667
35120,实时推理任务,677,1,220,高,区域A,20,681,677,不可抢占,3.6666666666666665
35121,人工智能训练任务,225,64,277,低,区域D,150,2406,225,不可抢占,4.616666666666666
35122,人工智能训练任务,1319,60,220,低,区域D,150,2406,1319,不可抢占,3.6666666666666665
35123,批量推理任务,1160,4,398,中,区域D,80,2406,1160,不可抢占,6.633333333333334
35124,实时推理任务,1884,1,172,高,区域C,20,1887,1884,不可抢占,2.8666666666666667
35125,实时推理任务,72,7,255,高,区域D,20,77,72,不可抢占,4.25
35126,批量推理任务,1567,7,108,中,区域A,80,2406,1567,不可抢占,1.8
35127,批量推理任务,879,11,21,中,区域B,80,2406,879,不可抢占,0.35
35128,人工智能训练任务,588,97,278,低,区域D,150,2406,588,不可抢占,4.633333333333334
35129,人工智能训练任务,886,45,82,低,区域E,150,2406,886,不可抢占,1.3666666666666667
35130,人工智能训练任务,1685,118,65,低,区域E,150,2406,1685,不可抢占,1.0833333333333333
35131,人工智能训练任务,134,77,152,低,区域F,150,2406,134,不可抢占,2.533333333333333
35132,批量推理任务,37,19,241,中,区域F,80,2406,37,不可抢占,4.016666666666667
35133,批量推理任务,1028,19,217,中,区域A,80,2406,1028,不可抢占,3.6166666666666667
35134,人工智能训练任务,2114,40,192,低,区域D,150,2406,2114,不可抢占,3.2
35135,人工智能训练任务,2017,127,132,低,区域D,150,2406,2017,不可抢占,2.2
35136,实时推理任务,984,2,250,高,区域B,20,989,984,不可抢占,4.166666666666667
35137,批量推理任务,2148,23,239,中,区域E,80,2406,2148,不可抢占,3.9833333333333334
35138,人工智能训练任务,769,124,165,低,区域F,150,2406,769,不可抢占,2.75
35139,人工智能训练任务,2358,47,17,低,区域B,150,2406,2358,不可抢占,0.2833333333333333
35140,人工智能训练任务,1367,59,37,低,区域D,150,2406,1367,不可抢占,0.6166666666666667
35141,实时推理任务,1892,4,144,高,区域B,20,1895,1892,不可抢占,2.4
35142,批量推理任务,568,9,54,中,区域C,80,2406,568,不可抢占,0.9
35143,实时推理任务,1245,6,196,高,区域C,20,1249,1245,不可抢占,3.2666666666666666
35144,批量推理任务,1978,11,183,中,区域E,80,2406,1978,不可抢占,3.05
35145,实时推理任务,163,3,302,高,区域F,20,169,163,不可抢占,5.033333333333333
35146,批量推理任务,2134,21,74,中,区域A,80,2406,2134,不可抢占,1.2333333333333334
35147,实时推理任务,29,1,50,高,区域A,20,30,29,不可抢占,0.8333333333333334
35148,人工智能训练任务,1829,98,280,低,区域D,150,2406,1829,不可抢占,4.666666666666667
35149,批量推理任务,531,16,176,中,区域D,80,2406,531,不可抢占,2.933333333333333
35150,批量推理任务,1018,17,203,中,区域D,80,2406,1018,不可抢占,3.3833333333333333
35151,实时推理任务,1482,5,149,高,区域C,20,1485,1482,不可抢占,2.4833333333333334
35152,批量推理任务,873,16,72,中,区域A,80,2406,873,不可抢占,1.2
35153,人工智能训练任务,645,44,73,低,区域D,150,2406,645,不可抢占,1.2166666666666666
35154,批量推理任务,1257,15,135,中,区域B,80,2406,1257,不可抢占,2.25
35155,实时推理任务,2287,2,217,高,区域B,20,2291,2287,不可抢占,3.6166666666666667
35156,实时推理任务,638,4,154,高,区域C,20,641,638,不可抢占,2.566666666666667
35157,人工智能训练任务,1616,71,220,低,区域F,150,2406,1616,不可抢占,3.6666666666666665
35158,实时推理任务,522,7,305,高,区域E,20,528,522,不可抢占,5.083333333333333
35159,批量推理任务,239,4,173,中,区域A,80,2406,239,不可抢占,2.8833333333333333
35160,批量推理任务,852,20,386,中,区域B,80,2406,852,不可抢占,6.433333333333334
35161,批量推理任务,2168,4,225,中,区域C,80,2406,2168,不可抢占,3.75
35162,实时推理任务,1865,7,340,高,区域B,20,1871,1865,不可抢占,5.666666666666667
35163,实时推理任务,560,6,321,高,区域C,20,566,560,不可抢占,5.35
35164,实时推理任务,11,7,50,高,区域C,20,12,11,不可抢占,0.8333333333333334
35165,实时推理任务,1065,3,201,高,区域A,20,1069,1065,不可抢占,3.35
35166,批量推理任务,1051,16,87,中,区域A,80,2406,1051,不可抢占,1.45
35167,批量推理任务,1977,23,269,中,区域B,80,2406,1977,不可抢占,4.483333333333333
