到达小时,任务类型,图形处理器总需求
2202,实时推理任务,27
2202,批量推理任务,127
2203,人工智能训练任务,764
2203,实时推理任务,21
2203,批量推理任务,134
2204,人工智能训练任务,504
2204,实时推理任务,15
2204,批量推理任务,71
2205,人工智能训练任务,845
2205,实时推理任务,13
2205,批量推理任务,22
2206,人工智能训练任务,440
2206,实时推理任务,12
2206,批量推理任务,153
2207,人工智能训练任务,439
2207,实时推理任务,28
2207,批量推理任务,200
2208,人工智能训练任务,647
2208,实时推理任务,40
2208,批量推理任务,41
2209,人工智能训练任务,348
2209,实时推理任务,29
2209,批量推理任务,40
2210,人工智能训练任务,629
2210,实时推理任务,27
2210,批量推理任务,99
2211,人工智能训练任务,691
2211,实时推理任务,28
2211,批量推理任务,69
2212,人工智能训练任务,1198
2212,实时推理任务,22
2212,批量推理任务,51
2213,人工智能训练任务,387
2213,实时推理任务,30
2213,批量推理任务,85
2214,人工智能训练任务,66
2214,实时推理任务,33
2214,批量推理任务,128
2215,人工智能训练任务,542
2215,实时推理任务,15
2215,批量推理任务,154
2216,人工智能训练任务,334
2216,实时推理任务,38
2216,批量推理任务,9
2217,人工智能训练任务,933
2217,实时推理任务,37
2217,批量推理任务,132
2218,人工智能训练任务,292
2218,实时推理任务,39
2218,批量推理任务,52
2219,人工智能训练任务,1094
2219,实时推理任务,22
2219,批量推理任务,64
2220,人工智能训练任务,558
2220,实时推理任务,30
2220,批量推理任务,114
2221,人工智能训练任务,334
2221,实时推理任务,22
2221,批量推理任务,76
2222,人工智能训练任务,273
2222,实时推理任务,29
2222,批量推理任务,48
2223,人工智能训练任务,580
2223,实时推理任务,13
2223,批量推理任务,121
2224,人工智能训练任务,532
2224,实时推理任务,34
2224,批量推理任务,30
2225,人工智能训练任务,535
2225,实时推理任务,28
2225,批量推理任务,161
2226,人工智能训练任务,571
2226,实时推理任务,38
2226,批量推理任务,46
2227,人工智能训练任务,329
2227,实时推理任务,16
2227,批量推理任务,42
2228,人工智能训练任务,251
2228,实时推理任务,45
2228,批量推理任务,37
2229,人工智能训练任务,646
2229,实时推理任务,11
2229,批量推理任务,82
2230,人工智能训练任务,432
2230,实时推理任务,40
2230,批量推理任务,103
2231,人工智能训练任务,493
2231,实时推理任务,22
2231,批量推理任务,144
2232,人工智能训练任务,238
2232,实时推理任务,48
2232,批量推理任务,37
2233,人工智能训练任务,443
2233,实时推理任务,9
2233,批量推理任务,71
2234,人工智能训练任务,762
2234,实时推理任务,50
2234,批量推理任务,59
2235,人工智能训练任务,271
2235,实时推理任务,30
2235,批量推理任务,147
2236,人工智能训练任务,691
2236,实时推理任务,28
2236,批量推理任务,187
2237,人工智能训练任务,780
2237,实时推理任务,43
2237,批量推理任务,77
2238,人工智能训练任务,620
2238,实时推理任务,13
2238,批量推理任务,100
2239,人工智能训练任务,709
2239,实时推理任务,28
2239,批量推理任务,68
2240,人工智能训练任务,419
2240,实时推理任务,28
2240,批量推理任务,57
2241,人工智能训练任务,427
2241,实时推理任务,34
2241,批量推理任务,84
2242,人工智能训练任务,295
2242,实时推理任务,29
2242,批量推理任务,130
2243,人工智能训练任务,325
2243,实时推理任务,25
2243,批量推理任务,84
2244,人工智能训练任务,771
2244,实时推理任务,32
2244,批量推理任务,142
2245,人工智能训练任务,519
2245,实时推理任务,27
2245,批量推理任务,109
2246,人工智能训练任务,530
2246,实时推理任务,27
2246,批量推理任务,71
2247,人工智能训练任务,488
2247,实时推理任务,20
2247,批量推理任务,76
2248,人工智能训练任务,322
2248,实时推理任务,29
2248,批量推理任务,114
2249,人工智能训练任务,586
2249,实时推理任务,5
2249,批量推理任务,86
2250,人工智能训练任务,312
2250,实时推理任务,20
2250,批量推理任务,113
2251,人工智能训练任务,373
2251,实时推理任务,21
2251,批量推理任务,75
2252,人工智能训练任务,212
2252,实时推理任务,26
2252,批量推理任务,94
2253,人工智能训练任务,406
2253,实时推理任务,45
2253,批量推理任务,53
2254,人工智能训练任务,258
2254,实时推理任务,31
2254,批量推理任务,94
2255,人工智能训练任务,726
2255,实时推理任务,44
2255,批量推理任务,133
2256,人工智能训练任务,512
2256,实时推理任务,33
2256,批量推理任务,76
2257,人工智能训练任务,409
2257,实时推理任务,28
2257,批量推理任务,111
2258,人工智能训练任务,597
2258,实时推理任务,21
2258,批量推理任务,79
2259,人工智能训练任务,508
2259,实时推理任务,47
2259,批量推理任务,64
2260,人工智能训练任务,374
2260,实时推理任务,28
2260,批量推理任务,84
2261,人工智能训练任务,710
2261,实时推理任务,34
2261,批量推理任务,69
2262,人工智能训练任务,316
2262,实时推理任务,16
2262,批量推理任务,127
2263,人工智能训练任务,276
2263,实时推理任务,25
2263,批量推理任务,177
2264,人工智能训练任务,321
2264,实时推理任务,42
2264,批量推理任务,89
2265,人工智能训练任务,216
2265,实时推理任务,21
2265,批量推理任务,98
2266,人工智能训练任务,643
2266,实时推理任务,15
2266,批量推理任务,140
2267,人工智能训练任务,453
2267,实时推理任务,37
2267,批量推理任务,169
2268,人工智能训练任务,496
2268,实时推理任务,15
2268,批量推理任务,131
2269,人工智能训练任务,334
2269,实时推理任务,29
2269,批量推理任务,90
2270,人工智能训练任务,631
2270,实时推理任务,16
2270,批量推理任务,57
2271,人工智能训练任务,273
2271,实时推理任务,31
2271,批量推理任务,113
2272,人工智能训练任务,538
2272,实时推理任务,34
2272,批量推理任务,153
2273,人工智能训练任务,277
2273,实时推理任务,22
2273,批量推理任务,57
2274,人工智能训练任务,296
2274,实时推理任务,46
2274,批量推理任务,65
2275,人工智能训练任务,336
2275,实时推理任务,35
2275,批量推理任务,154
2276,人工智能训练任务,714
2276,实时推理任务,25
2276,批量推理任务,112
2277,人工智能训练任务,629
2277,实时推理任务,19
2277,批量推理任务,145
2278,人工智能训练任务,432
2278,实时推理任务,26
2278,批量推理任务,106
2279,人工智能训练任务,629
2279,实时推理任务,26
2279,批量推理任务,105
2280,人工智能训练任务,897
2280,实时推理任务,25
2280,批量推理任务,82
2281,人工智能训练任务,551
2281,实时推理任务,23
2281,批量推理任务,91
2282,人工智能训练任务,415
2282,实时推理任务,38
2282,批量推理任务,114
2283,人工智能训练任务,407
2283,实时推理任务,32
2283,批量推理任务,128
2284,人工智能训练任务,414
2284,实时推理任务,30
2284,批量推理任务,74
2285,人工智能训练任务,514
2285,实时推理任务,40
2285,批量推理任务,124
2286,人工智能训练任务,343
2286,实时推理任务,33
2286,批量推理任务,89
2287,人工智能训练任务,799
2287,实时推理任务,17
2287,批量推理任务,104
2288,人工智能训练任务,475
2288,实时推理任务,42
2288,批量推理任务,60
2289,人工智能训练任务,238
2289,实时推理任务,34
2289,批量推理任务,166
2290,人工智能训练任务,228
2290,实时推理任务,26
2290,批量推理任务,99
2291,人工智能训练任务,508
2291,实时推理任务,36
2291,批量推理任务,84
2292,人工智能训练任务,284
2292,实时推理任务,24
2292,批量推理任务,40
2293,人工智能训练任务,268
2293,实时推理任务,25
2293,批量推理任务,96
2294,人工智能训练任务,734
2294,实时推理任务,43
2294,批量推理任务,178
2295,人工智能训练任务,620
2295,实时推理任务,25
2295,批量推理任务,151
2296,人工智能训练任务,429
2296,实时推理任务,5
2296,批量推理任务,85
2297,人工智能训练任务,1046
2297,实时推理任务,41
2297,批量推理任务,107
2298,人工智能训练任务,167
2298,实时推理任务,24
2298,批量推理任务,64
2299,人工智能训练任务,525
2299,实时推理任务,20
2299,批量推理任务,106
2300,人工智能训练任务,525
2300,实时推理任务,13
2300,批量推理任务,159
2301,人工智能训练任务,534
2301,实时推理任务,43
2301,批量推理任务,72
2302,人工智能训练任务,201
2302,实时推理任务,44
2302,批量推理任务,72
2303,人工智能训练任务,368
2303,实时推理任务,21
2303,批量推理任务,47
2304,人工智能训练任务,253
2304,实时推理任务,37
2304,批量推理任务,42
2305,人工智能训练任务,603
2305,实时推理任务,43
2305,批量推理任务,72
2306,人工智能训练任务,603
2306,实时推理任务,25
2306,批量推理任务,162
2307,人工智能训练任务,438
2307,实时推理任务,22
2307,批量推理任务,116
2308,人工智能训练任务,977
2308,实时推理任务,27
2308,批量推理任务,110
2309,人工智能训练任务,396
2309,实时推理任务,20
2309,批量推理任务,157
2310,人工智能训练任务,263
2310,实时推理任务,21
2310,批量推理任务,52
2311,人工智能训练任务,296
2311,实时推理任务,15
2311,批量推理任务,45
2312,人工智能训练任务,503
2312,实时推理任务,42
2312,批量推理任务,85
2313,人工智能训练任务,278
2313,实时推理任务,30
2313,批量推理任务,41
2314,人工智能训练任务,1023
2314,实时推理任务,13
2314,批量推理任务,59
2315,人工智能训练任务,589
2315,实时推理任务,22
2315,批量推理任务,135
2316,人工智能训练任务,253
2316,实时推理任务,29
2316,批量推理任务,122
2317,人工智能训练任务,733
2317,实时推理任务,33
2317,批量推理任务,41
2318,人工智能训练任务,452
2318,实时推理任务,28
2318,批量推理任务,111
2319,人工智能训练任务,704
2319,实时推理任务,28
2319,批量推理任务,65
2320,人工智能训练任务,580
2320,实时推理任务,19
2320,批量推理任务,37
2321,人工智能训练任务,550
2321,实时推理任务,27
2321,批量推理任务,45
2322,人工智能训练任务,343
2322,实时推理任务,35
2322,批量推理任务,73
2323,人工智能训练任务,251
2323,实时推理任务,20
2323,批量推理任务,126
2324,人工智能训练任务,345
2324,实时推理任务,23
2324,批量推理任务,70
2325,人工智能训练任务,153
2325,实时推理任务,42
2325,批量推理任务,136
2326,人工智能训练任务,641
2326,实时推理任务,19
2326,批量推理任务,126
2327,人工智能训练任务,603
2327,实时推理任务,12
2327,批量推理任务,167
2328,人工智能训练任务,753
2328,实时推理任务,32
2328,批量推理任务,51
2329,人工智能训练任务,216
2329,实时推理任务,24
2329,批量推理任务,126
2330,人工智能训练任务,584
2330,实时推理任务,19
2330,批量推理任务,68
2331,人工智能训练任务,261
2331,实时推理任务,37
2331,批量推理任务,74
2332,人工智能训练任务,437
2332,实时推理任务,24
2332,批量推理任务,155
2333,人工智能训练任务,262
2333,实时推理任务,12
2333,批量推理任务,46
2334,人工智能训练任务,281
2334,实时推理任务,20
2334,批量推理任务,70
2335,人工智能训练任务,319
2335,实时推理任务,16
2335,批量推理任务,139
2336,人工智能训练任务,487
2336,实时推理任务,28
2336,批量推理任务,145
2337,人工智能训练任务,454
2337,实时推理任务,43
2337,批量推理任务,71
2338,人工智能训练任务,416
2338,实时推理任务,56
2338,批量推理任务,88
2339,人工智能训练任务,559
2339,实时推理任务,19
2339,批量推理任务,165
2340,人工智能训练任务,948
2340,实时推理任务,25
2340,批量推理任务,108
2341,人工智能训练任务,573
2341,实时推理任务,42
2341,批量推理任务,126
2342,人工智能训练任务,419
2342,实时推理任务,37
2342,批量推理任务,81
2343,人工智能训练任务,390
2343,实时推理任务,18
2343,批量推理任务,133
