调度时段编号,区域编号,电价时段,购电价格,售电价格,碳强度,人工智能训练任务功率,图形处理器利用率,可用新能源出力,直接消纳新能源,新能源充电功率,弃风弃光功率,信息技术侧负荷,设施侧总负荷,电网购电功率,电网充电功率,外送售电功率,净购电功率,碳排放量,需求响应等级,储能荷电状态,储能充电功率,储能放电功率,基准人工智能信息技术负荷,非人工智能信息技术负荷,数据时段
1780,区域E,谷,236.28,184.3,0.2287,100.6,69.935771,800.0,321.5919,44.9445,213.4636,467.77,584.7125,320.7206,57.6,220.0,100.7206,73.3488,中,820.0,102.5445,0.0,108.36,359.41,主时域0_2399
1780,区域F,谷,248.72,194.0,0.2703,57.12,38.662871,800.0,360.7488,87.8502,158.1304,464.17,589.4959,288.7471,60.0,193.2705,95.4766,78.0483,中,827.7424,147.8502,0.0,58.7483333333,405.421667,主时域0_2399
1781,区域A,谷,447.47,0.0,0.6338,55.36,59.902116,877.65,65.3184,0.0,812.3316,403.2,544.32,479.0016,0.0,0.0,479.0016,303.5912,中,350.0,0.0,0.0,58.2306666667,344.969333,主时域0_2399
1781,区域B,谷,428.83,0.0,0.5929,14.832,29.712251,877.65,79.704,0.0,797.946,393.6,531.36,451.656,0.0,0.0,451.656,267.7868,中,320.0,0.0,0.0,22.6176666667,370.982333,主时域0_2399
1781,区域C,谷,416.4,0.0,0.5622,0.0,21.154321,877.65,96.5779,0.0,781.0721,388.8,536.544,439.9661,0.0,0.0,439.9661,247.3489,中,300.0,0.0,0.0,10.68,378.12,主时域0_2399
1781,区域D,谷,267.24,208.45,0.4293,116.7733333333,53.661685,877.65,218.1896,0.0,479.4604,462.22,591.6416,373.452,0.0,180.0,193.452,160.3229,低,900.0,0.0,0.0,122.5826666667,339.637333,主时域0_2399
1781,区域E,谷,236.17,184.21,0.2249,90.072,63.339921,877.65,315.7962,0.0,341.8537,459.34,574.175,258.3787,0.0,220.0,38.3787,58.1094,中,820.0,0.0,0.0,97.737,361.603,主时域0_2399
1781,区域F,谷,248.6,193.91,0.2658,85.44,56.390614,877.65,335.0063,0.0,322.6437,437.87,556.0949,244.7669,23.6783,220.0,24.7669,65.059,中,850.0,23.6783,0.0,86.4986666667,351.371333,主时域0_2399
1782,区域A,谷,447.26,0.0,0.6212,50.0133333333,59.203704,950.0,65.3184,0.0,884.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,297.5558,中,350.0,0.0,0.0,55.7053333333,347.494667,主时域0_2399
1782,区域B,谷,428.63,0.0,0.5812,16.96,32.749288,950.0,79.704,0.0,870.296,393.6,531.36,451.656,0.0,0.0,451.656,262.5025,中,320.0,0.0,0.0,25.131,368.469,主时域0_2399
1782,区域C,谷,416.2,0.0,0.5511,11.04,24.537037,950.0,96.5779,0.0,853.4221,388.8,536.544,439.9661,0.0,0.0,439.9661,242.4653,中,300.0,0.0,0.0,16.78,372.02,主时域0_2399
1782,区域D,谷,267.11,208.35,0.4208,130.1466666667,57.828351,950.0,227.1792,0.0,542.8208,473.29,605.8112,378.632,0.0,180.0,198.632,159.3283,低,900.0,0.0,0.0,133.7883333333,339.501667,主时域0_2399
1782,区域E,谷,236.05,184.12,0.2204,72.8906666667,52.495059,950.0,346.6581,0.0,383.3419,504.23,630.2875,283.6294,0.0,220.0,63.6294,62.5119,中,820.0,0.0,0.0,80.3356666667,423.894333,主时域0_2399
1782,区域F,谷,248.48,193.81,0.2605,125.6186666667,87.175638,950.0,348.7092,0.0,381.2908,465.38,591.0326,242.3234,0.0,220.0,22.3234,63.1252,中,850.0,0.0,0.0,131.3186666667,334.061333,主时域0_2399
1783,区域A,平,687.78,0.0,0.6079,25.672,35.484127,1012.13,65.3184,0.0,946.8116,403.2,544.32,479.0016,0.0,0.0,479.0016,291.1851,中,350.0,0.0,0.0,31.6493333333,371.550667,主时域0_2399
1783,区域B,平,659.12,0.0,0.5687,22.3146666667,38.660969,1012.13,79.704,0.0,932.426,393.6,531.36,451.656,0.0,0.0,451.656,256.8568,中,320.0,0.0,0.0,30.6066666667,362.993333,主时域0_2399
1783,区域C,平,640.02,0.0,0.5392,11.04,22.58642,1012.13,96.5779,0.0,915.5521,388.8,536.544,439.9661,0.0,0.0,439.9661,237.2297,中,300.0,0.0,0.0,15.9853333333,372.814667,主时域0_2399
1783,区域D,平,410.76,320.39,0.4118,136.9813333333,62.169384,1012.13,223.4457,0.0,608.6843,456.7,584.576,361.1303,0.0,180.0,181.1303,148.7135,低,900.0,0.0,0.0,142.7413333333,313.958667,主时域0_2399
1783,区域E,平,363.0,283.14,0.2157,72.376,51.912055,1012.13,348.0267,0.0,444.1033,466.69,583.3625,235.3358,0.0,220.0,15.3358,50.7619,中,820.0,0.0,0.0,79.576,387.114,主时域0_2399
1783,区域F,平,382.1,298.04,0.2549,115.1813333333,79.86715,1012.13,357.0627,0.0,435.0673,488.51,620.4077,263.345,0.0,220.0,43.345,67.1266,中,850.0,0.0,0.0,120.3446666667,368.165333,主时域0_2399
1784,区域A,平,687.48,0.0,0.5945,9.12,16.912698,1059.81,65.3184,0.0,994.4916,403.2,544.32,479.0016,0.0,0.0,479.0016,284.7665,中,350.0,0.0,0.0,13.788,389.412,主时域0_2399
1784,区域B,平,658.83,0.0,0.5562,0.2773333333,19.88604,1059.81,79.704,0.0,980.106,393.6,531.36,451.656,0.0,0.0,451.656,251.2111,中,320.0,0.0,0.0,11.1973333333,382.402667,主时域0_2399
1784,区域C,平,639.73,0.0,0.5274,11.04,23.009259,1059.81,96.5779,0.0,963.2321,388.8,536.544,439.9661,0.0,0.0,439.9661,232.0381,中,300.0,0.0,0.0,16.2716666667,372.528333,主时域0_2399
1784,区域D,平,410.58,320.25,0.4027,139.5413333333,63.256341,1059.81,230.3608,0.0,649.4492,461.46,590.6688,360.308,0.0,180.0,180.308,145.096,低,900.0,0.0,0.0,145.3013333333,316.158667,主时域0_2399
1784,区域E,平,362.83,283.01,0.211,69.3493333333,47.8722,1059.81,348.592,0.0,491.218,435.74,544.675,196.083,0.0,220.0,-23.917,41.3735,低,820.0,0.0,0.0,74.4043333333,361.335667,主时域0_2399
1784,区域F,平,381.93,297.91,0.2493,91.0293333333,62.933057,1059.81,304.0807,0.0,535.7293,427.56,543.0012,238.9205,0.0,220.0,18.9205,59.5629,低,850.0,0.0,0.0,94.9293333333,332.630667,主时域0_2399
1785,区域A,平,687.18,0.0,0.582,6.4,12.566138,1089.78,69.5448,0.0,1020.2352,403.2,544.32,474.7752,0.0,0.0,474.7752,276.3192,中,350.0,0.0,0.0,10.1066666667,393.093333,主时域0_2399
1785,区域B,平,658.55,0.0,0.5445,18.4,42.655271,1089.78,83.8298,0.0,1005.9502,393.6,531.36,447.5302,0.0,0.0,447.5302,243.6802,中,320.0,0.0,0.0,31.2133333333,362.386667,主时域0_2399
1785,区域C,平,639.46,0.0,0.5163,11.04,26.873457,1089.78,100.744,0.0,989.036,388.8,536.544,435.8,0.0,0.0,435.8,225.0036,中,300.0,0.0,0.0,18.4063333333,370.393667,主时域0_2399
1785,区域D,平,410.4,320.11,0.3943,94.048,43.557518,1089.78,213.3495,0.0,696.4305,419.04,536.3712,323.0217,0.0,180.0,143.0217,127.3675,低,900.0,0.0,0.0,99.235,319.805,主时域0_2399
1785,区域E,平,362.68,282.89,0.2065,35.6026666667,24.196311,1089.78,378.5229,0.0,491.2571,447.11,558.8875,180.3646,0.0,220.0,-39.6354,37.2453,低,820.0,0.0,0.0,37.8376666667,409.272333,主时域0_2399
1785,区域F,平,381.77,297.78,0.2441,78.24,56.10766,1089.78,299.9286,0.0,569.8514,433.75,550.8625,250.9339,0.0,220.0,30.9339,61.253,中,850.0,0.0,0.0,83.54,350.21,主时域0_2399
1786,区域A,平,686.9,0.0,0.5713,6.4,22.904762,1100.0,73.4832,0.0,1026.5168,403.2,544.32,470.8368,0.0,0.0,470.8368,268.9891,中,350.0,0.0,0.0,16.644,386.556,主时域0_2399
1786,区域B,平,658.28,0.0,0.5344,32.48,55.299145,1100.0,87.6744,0.0,1012.3256,393.6,531.36,443.6856,0.0,0.0,443.6856,237.1056,中,320.0,0.0,0.0,43.77,349.83,主时域0_2399
1786,区域C,平,639.2,0.0,0.5068,29.6,45.027778,1100.0,104.6261,0.0,995.3739,388.8,536.544,431.9179,0.0,0.0,431.9179,218.896,中,300.0,0.0,0.0,35.167,353.633,主时域0_2399
1786,区域D,平,410.23,319.98,0.387,84.1733333333,39.821105,1100.0,203.5394,0.0,716.4606,392.63,502.5664,299.027,0.0,180.0,119.027,115.7235,低,900.0,0.0,0.0,90.1436666667,302.486333,主时域0_2399
1786,区域E,平,362.53,282.77,0.2027,36.32,25.074111,1100.0,354.0893,0.0,525.9107,401.3,501.625,147.5357,0.0,220.0,-72.4643,29.9055,低,820.0,0.0,0.0,38.995,362.305,主时域0_2399
1786,区域F,平,381.61,297.66,0.2396,77.1786666667,54.706694,1100.0,261.1628,0.0,618.8372,388.0,492.76,231.5972,0.0,220.0,11.5972,55.4907,低,850.0,0.0,0.0,81.7886666667,306.211333,主时域0_2399
1787,区域A,平,686.63,0.0,0.5629,6.4,21.113757,1089.78,73.1477,0.0,1016.6323,383.7,517.995,444.8473,0.0,0.0,444.8473,250.4045,中,350.0,0.0,0.0,15.3886666667,368.311333,主时域0_2399
1787,区域B,平,658.02,0.0,0.5266,49.44,71.60114,1089.78,83.5124,0.0,1006.2676,361.31,487.7685,404.2561,0.0,0.0,404.2561,212.8813,中,320.0,0.0,0.0,59.7303333333,301.579667,主时域0_2399
1787,区域C,平,638.95,0.0,0.4994,24.6506666667,35.361111,1089.78,107.9597,0.0,981.8203,388.8,536.544,428.5843,0.0,0.0,428.5843,214.035,中,300.0,0.0,0.0,28.111,360.689,主时域0_2399
1787,区域D,平,410.07,319.85,0.3814,44.6506666667,21.186594,1089.78,206.3461,0.0,703.4339,392.03,501.7984,295.4523,0.0,180.0,115.4523,112.6855,低,900.0,0.0,0.0,47.9306666667,344.099333,主时域0_2399
1787,区域E,平,362.39,282.66,0.1998,31.7946666667,23.428854,1089.78,348.0894,0.0,521.6906,384.7,480.875,132.7856,0.0,220.0,-87.2144,26.5306,低,820.0,0.0,0.0,35.633,349.067,主时域0_2399
1787,区域F,平,381.46,297.54,0.2361,49.7893333333,39.144237,1089.78,243.8586,0.0,625.9214,370.99,471.1573,227.2987,0.0,220.0,7.2987,53.6652,低,850.0,0.0,0.0,56.4843333333,314.505667,主时域0_2399
1788,区域A,平,686.37,0.0,0.5575,18.24,34.603175,1059.81,67.6496,0.0,992.1604,343.27,463.4145,395.7649,0.0,0.0,395.7649,220.6389,中,350.0,0.0,0.0,28.14,315.13,主时域0_2399
1788,区域B,平,657.77,0.0,0.5216,39.0133333333,59.376068,1059.81,81.7842,0.0,978.0258,344.247,464.7335,382.9493,0.0,0.0,382.9493,199.7464,中,320.0,0.0,0.0,48.945,295.302,主时域0_2399
1788,区域C,平,638.7,0.0,0.4946,4.232,11.398148,1059.81,100.2704,0.0,959.5396,352.75,486.795,386.5246,0.0,0.0,386.5246,191.1751,中,300.0,0.0,0.0,7.44,345.31,主时域0_2399
1788,区域D,平,409.91,319.73,0.3777,40.016,19.830163,1059.81,189.7937,0.0,690.0163,356.45,456.256,266.4623,0.0,180.0,86.4623,100.6428,低,900.0,0.0,0.0,44.196,312.254,主时域0_2399
1788,区域E,平,362.25,282.56,0.1978,49.9413333333,36.465744,1059.81,317.7234,0.0,522.0866,348.19,435.2375,117.5141,0.0,220.0,-102.4859,23.2443,低,820.0,0.0,0.0,55.6313333333,292.558667,主时域0_2399
1788,区域F,平,381.32,297.43,0.2338,32.648,25.988613,1059.81,227.0425,0.0,612.7675,351.89,446.9003,219.8578,0.0,220.0,-0.1422,51.4027,低,850.0,0.0,0.0,37.348,314.542,主时域0_2399
1789,区域A,平,686.12,0.0,0.5554,17.28,34.568783,1012.13,71.7393,0.0,940.3907,356.699,481.5437,409.8044,0.0,0.0,409.8044,227.6054,中,350.0,0.0,0.0,27.815,328.884,主时域0_2399
1789,区域B,平,657.53,0.0,0.5196,16.9066666667,38.424501,1012.13,79.8651,0.0,932.2649,330.54,446.229,366.3639,0.0,0.0,366.3639,190.3627,中,320.0,0.0,0.0,28.3653333333,302.174667,主时域0_2399
1789,区域C,平,638.47,0.0,0.4927,0.0,12.592593,1012.13,96.2384,0.0,915.8916,333.71,460.5198,364.2814,0.0,0.0,364.2814,179.4814,中,300.0,0.0,0.0,6.4666666667,327.243333,主时域0_2399
1789,区域D,平,409.77,319.62,0.3763,103.2506666667,44.816576,1012.13,178.7406,0.0,653.3894,333.29,426.6112,247.8706,0.0,180.0,67.8706,93.2737,低,900.0,0.0,0.0,104.689,228.601,主时域0_2399
1789,区域E,平,362.12,282.45,0.1971,52.744,38.809289,1012.13,283.7286,0.0,508.4014,313.57,391.9625,108.2339,0.0,220.0,-111.7661,21.3329,低,820.0,0.0,0.0,59.014,254.556,主时域0_2399
1789,区域F,平,381.18,297.32,0.2329,16.8,17.47412,1012.13,215.125,0.0,577.005,337.4,428.498,213.373,0.0,220.0,-6.627,49.6946,低,850.0,0.0,0.0,23.18,314.22,主时域0_2399
1790,区域A,平,685.89,0.0,0.5567,17.28,36.846561,950.0,63.4882,0.0,886.5118,313.522,423.2547,359.7665,0.0,0.0,359.7665,200.282,低,350.0,0.0,0.0,29.4456666667,284.076333,主时域0_2399
1790,区域B,平,657.31,0.0,0.5208,9.856,26.940171,950.0,73.2774,0.0,876.7226,301.553,407.0966,333.8192,0.0,0.0,333.8192,173.853,低,320.0,0.0,0.0,19.246,282.307,主时域0_2399
1790,区域C,平,638.25,0.0,0.4939,9.92,27.364198,950.0,88.0827,0.0,861.9173,303.943,419.4413,331.3586,0.0,0.0,331.3586,163.658,低,300.0,0.0,0.0,18.2863333333,285.656667,主时域0_2399
1790,区域D,平,409.63,319.51,0.3771,104.68,45.261549,950.0,174.9227,0.0,595.0773,325.377,416.4826,241.5599,0.0,180.0,61.5599,91.0922,低,900.0,0.0,0.0,105.88,219.497,主时域0_2399
1790,区域E,平,361.99,282.35,0.1975,42.4,32.024045,950.0,279.3547,0.0,450.6453,316.601,395.7513,116.3966,0.0,220.0,-103.6034,22.9883,低,820.0,0.0,0.0,48.2283333333,268.372667,主时域0_2399
1790,区域F,平,381.05,297.22,0.2335,28.9706666667,23.743961,950.0,201.6113,0.0,528.3888,317.498,403.2225,201.6113,0.0,220.0,-18.3887,47.0762,低,850.0,0.0,0.0,33.8006666667,283.697333,主时域0_2399
1791,区域A,平,685.66,0.0,0.5613,17.28,43.730159,877.65,59.6271,0.0,818.0229,296.475,400.2413,340.6142,0.0,0.0,340.6142,191.1868,低,350.0,0.0,0.0,33.75,262.725,主时域0_2399
1791,区域B,平,657.09,0.0,0.5251,0.0,14.487179,877.65,68.1153,0.0,809.5347,281.911,380.5798,312.4645,0.0,0.0,312.4645,164.0751,低,320.0,0.0,0.0,8.155,273.756,主时域0_2399
1791,区域C,平,638.05,0.0,0.4979,9.92,30.820988,877.65,84.3657,0.0,793.2843,292.541,403.7066,319.3409,0.0,0.0,319.3409,158.9998,低,300.0,0.0,0.0,19.9146666667,272.626333,主时域0_2399
1791,区域D,平,409.49,319.4,0.3802,103.392,45.76087,877.65,156.6331,0.0,541.0169,292.067,373.8458,217.2127,0.0,180.0,37.2127,82.5843,低,900.0,0.0,0.0,106.132,185.935,主时域0_2399
1791,区域E,平,361.88,282.27,0.1992,42.4,32.470356,877.65,252.19,0.0,405.46,297.886,372.3575,120.1675,0.0,220.0,-99.8325,23.9374,低,820.0,0.0,0.0,48.708,249.178,主时域0_2399
1791,区域F,平,380.92,297.12,0.2354,20.384,16.207729,877.65,178.6424,0.0,479.0076,280.181,355.8299,177.1875,0.0,220.0,-42.8125,41.7099,低,850.0,0.0,0.0,23.3006666667,256.880333,主时域0_2399
1792,区域A,平,685.45,0.0,0.5688,25.3173333333,54.55291,800.0,48.8468,0.0,751.1532,247.86,334.611,285.7642,0.0,0.0,285.7642,162.5427,低,350.0,0.0,0.0,43.4813333333,204.378667,主时域0_2399
1792,区域B,平,656.89,0.0,0.5321,9.92,21.706553,800.0,57.7115,0.0,742.2885,242.92,327.942,270.2305,0.0,0.0,270.2305,143.7897,低,320.0,0.0,0.0,15.939,226.981,主时域0_2399
1792,区域C,平,637.85,0.0,0.5046,16.2186666667,36.623457,800.0,70.5543,0.0,729.4457,248.209,342.5284,271.9741,0.0,0.0,271.9741,137.2382,低,300.0,0.0,0.0,25.141,223.068,主时域0_2399
1792,区域D,平,409.37,319.31,0.3853,117.44,51.154891,800.0,144.0292,0.0,475.9708,270.5,346.24,202.2108,0.0,180.0,22.2108,77.9118,低,900.0,0.0,0.0,119.34,151.16,主时域0_2399
1792,区域E,平,361.77,282.18,0.2018,82.152,60.151515,800.0,209.024,0.0,370.976,261.28,326.6,117.576,0.0,220.0,-102.424,23.7268,低,820.0,0.0,0.0,91.6403333333,169.639667,主时域0_2399
1792,区域F,平,380.81,297.03,0.2385,34.4,27.639752,800.0,172.4708,0.0,407.5292,267.31,339.4837,167.0129,0.0,220.0,-52.9871,39.8326,低,850.0,0.0,0.0,39.6,227.71,主时域0_2399
1793,区域A,峰,993.62,0.0,0.5788,22.144,48.579365,722.35,50.4504,0.0,671.8996,264.64,357.264,261.8136,0.0,0.0,261.8136,151.5377,中,301.087,0.0,45.0,38.523,226.117,主时域0_2399
1793,区域B,峰,952.22,0.0,0.5414,9.92,17.17094,722.35,55.0108,0.0,667.3392,238.0,321.3,225.7892,0.0,0.0,225.7892,122.2423,中,275.9783,0.0,40.5,13.2393333333,224.760667,主时域0_2399
1793,区域C,峰,924.62,0.0,0.5134,13.3866666667,27.611111,722.35,59.0197,0.0,663.3303,212.55,293.319,196.0493,0.0,0.0,196.0493,100.6517,中,258.4239,0.0,38.25,19.4466666667,193.103333,主时域0_2399
1793,区域D,峰,593.41,462.86,0.3921,122.9066666667,55.536685,722.35,103.7263,0.0,438.6237,197.066,252.2445,0.0,0.0,180.0,-180.0,0.0,中,740.303,0.0,148.5182,127.74,69.326,主时域0_2399
1793,区域E,峰,524.41,409.04,0.2054,87.04,64.211133,722.35,150.0194,0.0,352.3306,201.17,251.4625,0.0,0.0,220.0,-220.0,0.0,中,710.9214,0.0,101.4431,97.5816666667,103.588333,主时域0_2399
1793,区域F,峰,552.01,430.57,0.2427,70.688,50.936853,722.35,149.8029,0.0,352.5471,227.9,289.433,0.0,0.0,220.0,-220.0,0.0,中,699.8601,0.0,139.6301,75.713,152.187,主时域0_2399
1794,区域A,峰,993.36,0.0,0.5904,19.84,37.708995,650.0,42.6574,0.0,607.3426,234.06,315.981,228.3236,0.0,0.0,228.3236,134.8022,中,252.1739,0.0,45.0,30.9346666667,203.125333,主时域0_2399
1794,区域B,峰,951.97,0.0,0.5523,9.92,22.669516,650.0,51.4731,0.0,598.5269,231.08,311.958,219.9849,0.0,0.0,219.9849,121.4977,中,231.9565,0.0,40.5,16.4893333333,214.590667,主时域0_2399
1794,区域C,峰,924.37,0.0,0.5237,9.44,19.416667,650.0,63.3946,0.0,586.6054,235.58,325.1004,223.4558,0.0,0.0,223.4558,117.0238,中,216.8478,0.0,38.25,13.5146666667,222.065333,主时域0_2399
1794,区域D,峰,593.25,462.74,0.4,73.5573333333,37.340353,650.0,125.8468,0.0,344.1532,242.76,310.7328,2.886,0.0,180.0,-177.114,1.1544,中,544.6041,0.0,182.0,82.4906666667,160.269333,主时域0_2399
1794,区域E,峰,524.27,408.93,0.2095,94.4213333333,67.570817,650.0,159.72,0.0,270.28,232.32,290.4,0.0,0.0,220.0,-220.0,0.0,中,570.4052,0.0,130.68,103.7496666667,128.570333,主时域0_2399
1794,区域F,峰,551.86,430.45,0.2476,78.0506666667,54.639406,650.0,156.9871,0.0,273.0129,233.23,296.2021,0.0,0.0,220.0,-220.0,0.0,中,550.1665,0.0,139.215,82.0506666667,151.179333,主时域0_2399
1795,区域A,峰,993.11,0.0,0.603,4.88,16.801587,587.87,37.8167,0.0,550.0533,219.25,295.9875,213.1708,0.0,0.0,213.1708,128.542,中,203.2609,0.0,45.0,12.007,207.243,主时域0_2399
1795,区域B,峰,951.73,0.0,0.5641,9.92,25.062678,587.87,49.1052,0.0,538.7648,230.56,311.256,221.6508,0.0,0.0,221.6508,125.0332,中,187.9348,0.0,40.5,17.9906666667,212.569333,主时域0_2399
1795,区域C,峰,924.14,0.0,0.5349,9.44,18.515432,587.87,60.4697,0.0,527.4003,233.37,322.0506,223.3309,0.0,0.0,223.3309,119.4597,中,175.2717,0.0,38.25,12.798,220.572,主时域0_2399
1795,区域D,峰,593.11,462.63,0.4085,77.6,39.816576,587.87,130.5432,0.0,277.3268,256.4,328.192,15.6488,0.0,180.0,-164.3512,6.3926,中,348.9051,0.0,182.0,87.57,168.83,主时域0_2399
1795,区域E,峰,524.14,408.83,0.214,72.208,52.137681,587.87,176.6188,0.0,191.2513,256.9,321.125,0.0,0.0,220.0,-220.0,0.0,中,415.0222,0.0,144.5062,79.834,177.066,主时域0_2399
1795,区域F,峰,551.73,430.35,0.2529,60.7946666667,43.47481,587.87,164.4611,0.0,203.4089,237.84,302.0568,0.0,0.0,220.0,-220.0,0.0,中,402.2142,0.0,137.5957,64.7946666667,173.045333,主时域0_2399
1796,区域A,峰,992.88,0.0,0.6155,3.52,13.248677,540.19,44.341,0.0,495.849,273.71,369.5085,280.1675,0.0,0.0,280.1675,172.4431,中,154.3478,0.0,45.0,9.1383333333,264.571667,主时域0_2399
1796,区域B,峰,951.51,0.0,0.5758,9.92,25.911681,540.19,50.299,0.0,489.891,248.39,335.3265,244.5275,0.0,0.0,244.5275,140.7989,中,143.913,0.0,40.5,18.24,230.15,主时域0_2399
1796,区域C,峰,923.93,0.0,0.546,9.44,21.608025,540.19,61.0244,0.0,479.1656,245.67,339.0246,239.7502,0.0,0.0,239.7502,130.9036,中,133.6957,0.0,38.25,14.4146666667,231.255333,主时域0_2399
1796,区域D,峰,592.97,462.52,0.417,106.6746666667,54.484828,540.19,125.8883,0.0,234.3017,252.18,322.7904,14.9021,0.0,180.0,-165.0979,6.2142,中,153.2062,0.0,182.0,120.0646666667,132.115333,主时域0_2399
1796,区域E,峰,524.02,408.74,0.2184,62.0853333333,43.86693,540.19,184.6281,0.0,160.0028,268.55,335.6875,0.0,0.0,195.559,-195.559,0.0,中,252.5927,0.0,151.0594,67.6753333333,200.874667,主时域0_2399
1796,区域F,峰,551.6,430.25,0.2581,73.92,50.70911,540.19,186.8109,0.0,159.0206,262.67,333.5909,0.0,0.0,194.3585,-194.3585,0.0,中,244.3863,0.0,146.78,76.705,185.965,主时域0_2399
1797,区域A,峰,992.68,0.0,0.6272,3.52,13.833333,510.22,43.6995,0.0,466.5205,269.75,364.1625,275.463,0.0,0.0,275.463,172.7704,中,105.4348,0.0,45.0,9.2,260.55,主时域0_2399
1797,区域B,峰,951.32,0.0,0.5868,25.4133333333,45.527066,510.22,51.9959,0.0,458.2241,256.77,346.6395,254.1436,0.0,0.0,254.1436,149.1314,中,99.8913,0.0,40.5,35.2013333333,221.568667,主时域0_2399
1797,区域C,峰,923.74,0.0,0.5564,0.7866666667,13.070988,510.22,61.2852,0.0,448.9348,246.72,340.4736,240.9384,0.0,0.0,240.9384,134.0581,中,92.1196,0.0,38.25,6.4733333333,240.246667,主时域0_2399
1797,区域D,峰,592.85,462.42,0.4249,109.472,54.325181,510.22,144.1853,0.0,186.0347,294.7,377.216,174.2489,0.0,180.0,-5.7511,74.0384,中,90.0,0.0,58.7818,120.8786666667,173.821333,主时域0_2399
1797,区域E,峰,523.91,408.65,0.2226,38.112,26.953228,510.22,190.9394,0.0,143.6763,277.73,347.1625,0.0,0.0,175.6043,-175.6043,0.0,中,84.6109,0.0,156.2231,41.5686666667,236.161333,主时域0_2399
1797,区域F,峰,551.49,430.16,0.263,90.848,60.144928,510.22,201.2813,0.0,139.0224,275.38,349.7326,0.2221,0.0,169.9163,-169.6942,0.0584,中,85.0,0.0,148.2292,92.168,183.212,主时域0_2399
1798,区域A,平,616.03,0.0,0.6373,1.8186666667,19.26455,500.0,47.2214,54.3334,398.4452,291.49,393.5115,346.2901,0.0,0.0,346.2901,220.6907,低,155.9649,54.3334,0.0,11.7683333333,279.721667,主时域0_2399
1798,区域B,平,590.36,0.0,0.5962,16.32,40.535613,500.0,65.1281,49.5,385.3719,321.62,434.187,369.0589,0.0,0.0,369.0589,220.0329,低,145.9263,49.5,0.0,28.3146666667,293.305333,主时域0_2399
1798,区域C,平,573.25,0.0,0.5653,0.0,13.108025,500.0,72.1726,46.75,381.0774,290.55,400.959,328.7864,0.0,0.0,328.7864,185.8629,低,135.5971,46.75,0.0,6.0986666667,284.451333,主时域0_2399
1798,区域D,平,367.91,286.97,0.4317,123.0346666667,61.800272,500.0,142.032,71.5936,128.8685,295.9,378.752,236.72,0.0,157.5059,79.2141,102.192,低,157.298,71.5936,0.0,136.968,158.932,主时域0_2399
1798,区域E,平,325.13,253.6,0.2261,62.944,40.594532,500.0,191.4412,61.7118,111.0812,278.46,348.075,156.6337,0.0,135.7659,20.8679,35.4149,低,142.6199,61.7118,0.0,64.4856666667,213.974333,主时域0_2399
1798,区域F,平,342.24,266.95,0.2673,55.9866666667,37.569013,500.0,197.538,60.4924,108.8863,263.63,334.8101,137.2721,0.0,133.0833,4.1888,36.6928,低,141.8629,60.4924,0.0,57.2866666667,206.343333,主时域0_2399
1799,区域A,平,615.93,0.0,0.645,20.32,43.502646,510.22,53.183,54.8444,402.1926,328.29,443.1915,390.0085,0.0,0.0,390.0085,251.5555,低,206.9702,54.8444,0.0,33.8233333333,294.466667,主时域0_2399
1799,区域B,平,590.27,0.0,0.6034,16.32,36.529915,510.22,63.5566,49.5,397.1634,313.86,423.711,360.1544,0.0,0.0,360.1544,217.3171,低,191.9613,49.5,0.0,26.084,287.776,主时域0_2399
1799,区域C,平,573.16,0.0,0.5722,3.68,14.685185,510.22,79.9302,46.75,383.5398,321.78,444.0564,364.1262,0.0,0.0,364.1262,208.353,低,179.0746,46.75,0.0,8.464,313.316,主时域0_2399
1799,区域D,平,367.85,286.92,0.4369,104.704,51.220562,510.22,144.3142,73.1812,131.7261,305.72,391.3216,247.0074,0.0,160.9985,86.0088,107.9175,低,226.0883,73.1812,0.0,114.4406666667,191.279333,主时域0_2399
1799,区域E,平,325.07,253.55,0.2289,69.344,43.814229,510.22,199.6294,62.1181,111.8126,290.37,362.9625,163.3331,0.0,136.6599,26.6732,37.387,低,201.011,62.1181,0.0,70.144,220.226,主时域0_2399
1799,区域F,平,342.18,266.9,0.2705,31.616,21.801242,510.22,244.0916,53.2257,95.8062,319.04,405.1808,161.0892,0.0,117.0965,43.9927,43.5746,低,191.895,53.2257,0.0,32.916,286.124,主时域0_2399
1800,区域A,谷,444.78,0.0,0.6498,34.24,57.592593,540.19,58.8125,55.0,426.3775,363.04,490.104,449.2915,18.0,0.0,449.2915,291.9496,中,274.8602,73.0,0.0,47.82,315.22,主时域0_2399
