任务编号,任务类型,到达小时,图形处理器需求量,连续执行时长,延时敏感性,来源区域,最大网络时延,最晚完成小时,最早开工小时,执行模式
34209,实时推理任务,2049,7,336,高,区域A,20,2055,2049,不可抢占
34210,批量推理任务,2179,15,146,中,区域C,80,2406,2179,不可抢占
34211,人工智能训练任务,1318,59,140,低,区域E,150,2406,1318,不可抢占
34212,批量推理任务,44,16,169,中,区域D,80,2406,44,不可抢占
34213,批量推理任务,150,21,35,中,区域F,80,2406,150,不可抢占
34214,批量推理任务,2086,6,136,中,区域A,80,2406,2086,不可抢占
34215,实时推理任务,1416,2,33,高,区域A,20,1417,1416,不可抢占
34216,实时推理任务,354,5,239,高,区域B,20,358,354,不可抢占
34217,批量推理任务,1697,16,244,中,区域C,80,2406,1697,不可抢占
34218,实时推理任务,1886,6,252,高,区域C,20,1891,1886,不可抢占
34219,人工智能训练任务,1366,20,150,低,区域F,150,2406,1366,不可抢占
34220,批量推理任务,1666,19,28,中,区域F,80,2406,1666,不可抢占
34221,实时推理任务,292,1,185,高,区域A,20,296,292,不可抢占
34222,批量推理任务,1608,17,80,中,区域B,80,2406,1608,不可抢占
34223,实时推理任务,1892,6,132,高,区域B,20,1895,1892,不可抢占
34224,人工智能训练任务,725,48,32,低,区域E,150,2406,725,不可抢占
34225,批量推理任务,942,17,107,中,区域D,80,2406,942,不可抢占
34226,人工智能训练任务,504,76,139,低,区域F,150,2406,504,不可抢占
34227,批量推理任务,1102,12,170,中,区域A,80,2406,1102,不可抢占
34228,批量推理任务,1677,23,296,中,区域A,80,2406,1677,不可抢占
34229,批量推理任务,341,19,392,中,区域B,80,2406,341,不可抢占
34230,人工智能训练任务,1099,60,104,低,区域D,150,2406,1099,不可抢占
34231,人工智能训练任务,1852,47,312,低,区域E,150,2406,1852,不可抢占
34232,批量推理任务,833,21,65,中,区域E,80,2406,833,不可抢占
34233,人工智能训练任务,143,74,29,低,区域F,150,2406,143,不可抢占
34234,实时推理任务,1212,6,71,高,区域A,20,1214,1212,不可抢占
34235,批量推理任务,1576,17,187,中,区域B,80,2406,1576,不可抢占
34236,人工智能训练任务,870,96,72,低,区域D,150,2406,870,不可抢占
34237,实时推理任务,2228,3,391,高,区域B,20,2235,2228,不可抢占
34238,批量推理任务,1316,15,221,中,区域D,80,2406,1316,不可抢占
34239,批量推理任务,1162,12,90,中,区域E,80,2406,1162,不可抢占
34240,批量推理任务,13,12,375,中,区域A,80,2406,13,不可抢占
34241,实时推理任务,512,2,71,高,区域A,20,514,512,不可抢占
34242,人工智能训练任务,582,121,153,低,区域D,150,2406,582,不可抢占
34243,实时推理任务,300,5,367,高,区域B,20,307,300,不可抢占
34244,人工智能训练任务,2134,118,241,低,区域E,150,2406,2134,不可抢占
34245,人工智能训练任务,2059,53,114,低,区域F,150,2406,2059,不可抢占
34246,批量推理任务,2293,19,263,中,区域F,80,2406,2293,不可抢占
34247,实时推理任务,837,5,27,高,区域A,20,838,837,不可抢占
34248,实时推理任务,524,4,305,高,区域A,20,530,524,不可抢占
34249,实时推理任务,1465,7,385,高,区域B,20,1472,1465,不可抢占
34250,人工智能训练任务,1003,63,95,低,区域E,150,2406,1003,不可抢占
34251,实时推理任务,2267,7,318,高,区域C,20,2273,2267,不可抢占
34252,人工智能训练任务,2131,33,101,低,区域F,150,2406,2131,不可抢占
34253,人工智能训练任务,959,92,338,低,区域F,150,2406,959,不可抢占
34254,实时推理任务,2317,1,280,高,区域A,20,2322,2317,不可抢占
34255,人工智能训练任务,622,88,84,低,区域D,150,2406,622,不可抢占
34256,人工智能训练任务,759,103,200,低,区域D,150,2406,759,不可抢占
34257,实时推理任务,162,2,186,高,区域B,20,166,162,不可抢占
34258,实时推理任务,1264,6,154,高,区域C,20,1267,1264,不可抢占
34259,实时推理任务,2047,7,86,高,区域D,20,2049,2047,不可抢占
34260,批量推理任务,1669,13,128,中,区域A,80,2406,1669,不可抢占
34261,人工智能训练任务,1796,100,146,低,区域D,150,2406,1796,不可抢占
34262,实时推理任务,1654,7,186,高,区域B,20,1658,1654,不可抢占
34263,人工智能训练任务,824,63,54,低,区域E,150,2406,824,不可抢占
34264,人工智能训练任务,2242,17,175,低,区域E,150,2406,2242,不可抢占
34265,实时推理任务,2263,3,378,高,区域C,20,2270,2263,不可抢占
34266,实时推理任务,1548,3,359,高,区域F,20,1554,1548,不可抢占
34267,人工智能训练任务,1674,58,180,低,区域C,150,2406,1674,不可抢占
34268,批量推理任务,1185,16,351,中,区域B,80,2406,1185,不可抢占
34269,实时推理任务,75,1,29,高,区域B,20,76,75,不可抢占
34270,人工智能训练任务,29,108,182,低,区域E,150,2406,29,不可抢占
34271,人工智能训练任务,1969,32,235,低,区域E,150,2406,1969,不可抢占
34272,批量推理任务,906,21,290,中,区域F,80,2406,906,不可抢占
34273,批量推理任务,1202,5,82,中,区域A,80,2406,1202,不可抢占
34274,人工智能训练任务,1677,35,88,低,区域D,150,2406,1677,不可抢占
34275,实时推理任务,1496,2,329,高,区域A,20,1502,1496,不可抢占
34276,人工智能训练任务,1433,46,378,低,区域D,150,2406,1433,不可抢占
34277,人工智能训练任务,74,25,133,低,区域E,150,2406,74,不可抢占
34278,人工智能训练任务,472,100,107,低,区域F,150,2406,472,不可抢占
34279,实时推理任务,371,4,90,高,区域E,20,373,371,不可抢占
34280,实时推理任务,1491,7,26,高,区域A,20,1492,1491,不可抢占
34281,批量推理任务,773,8,329,中,区域B,80,2406,773,不可抢占
34282,实时推理任务,484,2,66,高,区域B,20,486,484,不可抢占
34283,实时推理任务,1384,4,139,高,区域B,20,1387,1384,不可抢占
34284,实时推理任务,1034,1,59,高,区域C,20,1035,1034,不可抢占
34285,人工智能训练任务,813,75,306,低,区域F,150,2406,813,不可抢占
34286,批量推理任务,1058,8,341,中,区域A,80,2406,1058,不可抢占
34287,批量推理任务,1759,9,215,中,区域A,80,2406,1759,不可抢占
34288,人工智能训练任务,911,25,380,低,区域D,150,2406,911,不可抢占
34289,批量推理任务,252,6,247,中,区域C,80,2406,252,不可抢占
34290,批量推理任务,1947,18,175,中,区域D,80,2406,1947,不可抢占
34291,人工智能训练任务,1344,29,196,低,区域F,150,2406,1344,不可抢占
34292,批量推理任务,1222,11,242,中,区域F,80,2406,1222,不可抢占
34293,批量推理任务,93,14,142,中,区域A,80,2406,93,不可抢占
34294,实时推理任务,353,1,313,高,区域A,20,359,353,不可抢占
34295,批量推理任务,2109,22,210,中,区域B,80,2406,2109,不可抢占
34296,实时推理任务,751,3,215,高,区域B,20,755,751,不可抢占
34297,实时推理任务,303,2,206,高,区域C,20,307,303,不可抢占
34298,人工智能训练任务,1066,106,229,低,区域F,150,2406,1066,不可抢占
34299,批量推理任务,2022,12,70,中,区域A,80,2406,2022,不可抢占
34300,实时推理任务,77,3,320,高,区域A,20,83,77,不可抢占
34301,批量推理任务,1535,7,290,中,区域B,80,2406,1535,不可抢占
34302,批量推理任务,930,10,292,中,区域C,80,2406,930,不可抢占
34303,实时推理任务,412,3,49,高,区域B,20,413,412,不可抢占
34304,批量推理任务,2259,22,67,中,区域E,80,2406,2259,不可抢占
34305,批量推理任务,1440,7,211,中,区域F,80,2406,1440,不可抢占
34306,批量推理任务,3,18,177,中,区域A,80,2406,3,不可抢占
34307,实时推理任务,1587,7,222,高,区域A,20,1591,1587,不可抢占
34308,人工智能训练任务,1167,54,310,低,区域D,150,2406,1167,不可抢占
34309,批量推理任务,56,16,43,中,区域C,80,2406,56,不可抢占
34310,批量推理任务,2141,23,79,中,区域D,80,2406,2141,不可抢占
34311,实时推理任务,1604,1,80,高,区域C,20,1606,1604,不可抢占
34312,实时推理任务,1894,2,130,高,区域F,20,1897,1894,不可抢占
34313,实时推理任务,609,6,243,高,区域A,20,614,609,不可抢占
34314,人工智能训练任务,2059,51,37,低,区域D,150,2406,2059,不可抢占
34315,批量推理任务,2368,10,174,中,区域C,80,2406,2368,不可抢占
34316,人工智能训练任务,816,74,41,低,区域E,150,2406,816,不可抢占
34317,人工智能训练任务,613,53,27,低,区域F,150,2406,613,不可抢占
34318,人工智能训练任务,2179,44,316,低,区域F,150,2406,2179,不可抢占
34319,人工智能训练任务,2289,44,328,低,区域B,150,2406,2289,不可抢占
34320,人工智能训练任务,1664,127,346,低,区域D,150,2406,1664,不可抢占
34321,批量推理任务,2070,23,40,中,区域B,80,2406,2070,不可抢占
34322,人工智能训练任务,2164,73,233,低,区域E,150,2406,2164,不可抢占
34323,实时推理任务,401,7,52,高,区域C,20,402,401,不可抢占
34324,实时推理任务,1638,5,372,高,区域C,20,1645,1638,不可抢占
34325,人工智能训练任务,1394,55,200,低,区域F,150,2406,1394,不可抢占
34326,人工智能训练任务,737,117,355,低,区域C,150,2406,737,不可抢占
34327,人工智能训练任务,1411,99,242,低,区域D,150,2406,1411,不可抢占
34328,批量推理任务,1276,16,248,中,区域C,80,2406,1276,不可抢占
34329,人工智能训练任务,801,41,358,低,区域E,150,2406,801,不可抢占
34330,实时推理任务,1286,6,242,高,区域C,20,1291,1286,不可抢占
34331,实时推理任务,865,6,31,高,区域C,20,866,865,不可抢占
34332,人工智能训练任务,1741,122,282,低,区域A,150,2406,1741,不可抢占
34333,实时推理任务,1042,7,254,高,区域A,20,1047,1042,不可抢占
34334,实时推理任务,1770,6,322,高,区域A,20,1776,1770,不可抢占
34335,实时推理任务,1823,5,287,高,区域B,20,1828,1823,不可抢占
34336,实时推理任务,1886,1,13,高,区域B,20,1887,1886,不可抢占
34337,人工智能训练任务,663,73,339,低,区域F,150,2406,663,不可抢占
34338,批量推理任务,1067,20,155,中,区域F,80,2406,1067,不可抢占
34339,人工智能训练任务,570,68,351,低,区域C,150,2406,570,不可抢占
34340,实时推理任务,184,5,344,高,区域A,20,190,184,不可抢占
34341,人工智能训练任务,1431,59,46,低,区域D,150,2406,1431,不可抢占
34342,实时推理任务,750,5,67,高,区域B,20,752,750,不可抢占
34343,人工智能训练任务,1203,27,98,低,区域E,150,2406,1203,不可抢占
34344,实时推理任务,1812,6,306,高,区域C,20,1818,1812,不可抢占
34345,人工智能训练任务,928,117,202,低,区域A,150,2406,928,不可抢占
34346,人工智能训练任务,1813,112,392,低,区域D,150,2406,1813,不可抢占
34347,批量推理任务,2297,14,94,中,区域B,80,2406,2297,不可抢占
34348,人工智能训练任务,341,37,49,低,区域D,150,2406,341,不可抢占
34349,实时推理任务,1075,6,174,高,区域B,20,1078,1075,不可抢占
34350,人工智能训练任务,1513,59,294,低,区域F,150,2406,1513,不可抢占
34351,人工智能训练任务,410,97,21,低,区域F,150,2406,410,不可抢占
34352,批量推理任务,101,11,329,中,区域A,80,2406,101,不可抢占
34353,人工智能训练任务,1469,56,229,低,区域D,150,2406,1469,不可抢占
34354,批量推理任务,699,7,103,中,区域B,80,2406,699,不可抢占
34355,批量推理任务,2277,19,386,中,区域C,80,2406,2277,不可抢占
34356,批量推理任务,2141,22,228,中,区域D,80,2406,2141,不可抢占
34357,批量推理任务,180,19,320,中,区域E,80,2406,180,不可抢占
34358,批量推理任务,429,7,156,中,区域A,80,2406,429,不可抢占
34359,批量推理任务,2045,21,160,中,区域A,80,2406,2045,不可抢占
34360,实时推理任务,1066,7,350,高,区域A,20,1072,1066,不可抢占
34361,实时推理任务,2098,5,88,高,区域B,20,2100,2098,不可抢占
34362,人工智能训练任务,1896,96,161,低,区域E,150,2406,1896,不可抢占
34363,批量推理任务,2360,16,362,中,区域E,80,2406,2360,不可抢占
34364,批量推理任务,317,15,202,中,区域F,80,2406,317,不可抢占
34365,批量推理任务,1640,9,94,中,区域A,80,2406,1640,不可抢占
34366,人工智能训练任务,657,40,59,低,区域D,150,2406,657,不可抢占
34367,实时推理任务,469,4,271,高,区域B,20,474,469,不可抢占
34368,人工智能训练任务,817,61,223,低,区域E,150,2406,817,不可抢占
34369,批量推理任务,2385,18,298,中,区域D,80,2406,2385,不可抢占
34370,实时推理任务,258,1,296,高,区域C,20,263,258,不可抢占
34371,批量推理任务,2271,6,41,中,区域F,80,2406,2271,不可抢占
34372,人工智能训练任务,1154,38,78,低,区域C,150,2406,1154,不可抢占
34373,人工智能训练任务,56,55,388,低,区域D,150,2406,56,不可抢占
34374,批量推理任务,1956,15,307,中,区域C,80,2406,1956,不可抢占
34375,批量推理任务,965,23,340,中,区域D,80,2406,965,不可抢占
34376,实时推理任务,46,4,11,高,区域C,20,47,46,不可抢占
34377,人工智能训练任务,2383,46,44,低,区域F,150,2406,2383,不可抢占
34378,批量推理任务,1928,8,240,中,区域A,80,2406,1928,不可抢占
34379,人工智能训练任务,409,107,355,低,区域D,150,2406,409,不可抢占
34380,批量推理任务,419,7,219,中,区域B,80,2406,419,不可抢占
34381,批量推理任务,2361,17,181,中,区域C,80,2406,2361,不可抢占
34382,实时推理任务,2053,1,126,高,区域C,20,2056,2053,不可抢占
34383,批量推理任务,567,13,199,中,区域E,80,2406,567,不可抢占
34384,批量推理任务,1556,23,165,中,区域F,80,2406,1556,不可抢占
34385,批量推理任务,1870,12,25,中,区域A,80,2406,1870,不可抢占
34386,批量推理任务,419,7,38,中,区域B,80,2406,419,不可抢占
34387,批量推理任务,1376,11,247,中,区域C,80,2406,1376,不可抢占
34388,实时推理任务,1821,1,321,高,区域B,20,1827,1821,不可抢占
34389,批量推理任务,1671,17,135,中,区域D,80,2406,1671,不可抢占
34390,人工智能训练任务,1536,59,138,低,区域F,150,2406,1536,不可抢占
34391,批量推理任务,2276,4,148,中,区域A,80,2406,2276,不可抢占
34392,批量推理任务,1716,23,88,中,区域A,80,2406,1716,不可抢占
34393,实时推理任务,1815,4,96,高,区域A,20,1817,1815,不可抢占
34394,实时推理任务,1547,1,126,高,区域B,20,1550,1547,不可抢占
34395,批量推理任务,968,20,88,中,区域D,80,2406,968,不可抢占
34396,批量推理任务,278,15,183,中,区域E,80,2406,278,不可抢占
34397,人工智能训练任务,465,121,345,低,区域F,150,2406,465,不可抢占
34398,实时推理任务,1658,4,225,高,区域A,20,1662,1658,不可抢占
34399,人工智能训练任务,1511,104,378,低,区域D,150,2406,1511,不可抢占
34400,人工智能训练任务,1521,100,364,低,区域D,150,2406,1521,不可抢占
34401,实时推理任务,1272,6,100,高,区域B,20,1274,1272,不可抢占
34402,实时推理任务,2024,1,152,高,区域C,20,2027,2024,不可抢占
34403,实时推理任务,1762,4,299,高,区域C,20,1767,1762,不可抢占
34404,人工智能训练任务,2023,127,70,低,区域A,150,2406,2023,不可抢占
34405,批量推理任务,2009,9,376,中,区域A,80,2406,2009,不可抢占
34406,人工智能训练任务,671,66,101,低,区域D,150,2406,671,不可抢占
34407,批量推理任务,1666,10,148,中,区域C,80,2406,1666,不可抢占
34408,人工智能训练任务,1015,23,292,低,区域E,150,2406,1015,不可抢占
34409,批量推理任务,835,15,199,中,区域E,80,2406,835,不可抢占
34410,实时推理任务,1329,1,82,高,区域D,20,1331,1329,不可抢占
34411,实时推理任务,41,6,210,高,区域A,20,45,41,不可抢占
34412,实时推理任务,335,7,333,高,区域A,20,341,335,不可抢占
34413,实时推理任务,678,6,273,高,区域B,20,683,678,不可抢占
34414,人工智能训练任务,2280,68,223,低,区域E,150,2406,2280,不可抢占
34415,人工智能训练任务,831,69,79,低,区域E,150,2406,831,不可抢占
34416,人工智能训练任务,480,112,27,低,区域F,150,2406,480,不可抢占
34417,批量推理任务,2341,11,361,中,区域F,80,2406,2341,不可抢占
34418,人工智能训练任务,276,22,327,低,区域C,150,2406,276,不可抢占
34419,批量推理任务,313,21,296,中,区域B,80,2406,313,不可抢占
34420,实时推理任务,347,2,252,高,区域B,20,352,347,不可抢占
34421,实时推理任务,529,3,231,高,区域B,20,533,529,不可抢占
34422,实时推理任务,334,1,362,高,区域C,20,341,334,不可抢占
34423,人工智能训练任务,1856,119,77,低,区域F,150,2406,1856,不可抢占
34424,批量推理任务,1914,5,105,中,区域A,80,2406,1914,不可抢占
34425,批量推理任务,2294,4,232,中,区域B,80,2406,2294,不可抢占
